player_api_id,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
35480,right,35.0,22.0,66.0,55.0,39.0,48.0,31.0,22.0,51.0,54.0,33.0,52.0,58.0,59.0,69.0,43.0,72.0,70.0,74.0,36.0,83.0,60.0,16.0,33.0,32.0,68.0,72.0,76.0,8.0,13.0,11.0,14.0,8.0
363343,right,63.0,60.0,46.0,64.0,49.0,70.0,48.0,38.0,54.0,69.0,75.0,72.0,80.0,46.0,76.0,63.0,70.0,71.0,43.0,63.0,54.0,39.0,58.0,64.0,56.0,32.0,52.0,38.0,8.0,8.0,14.0,12.0,8.0
80566,right,61.0,53.0,72.0,68.0,,68.0,,46.0,65.0,70.0,75.0,74.0,,74.0,,68.0,,72.0,74.0,64.0,73.0,70.0,72.0,,70.0,70.0,69.0,,7.0,21.0,65.0,21.0,21.0
39204,right,25.0,25.0,25.0,21.0,25.0,25.0,25.0,25.0,32.0,28.0,24.0,23.0,33.0,55.0,35.0,22.0,55.0,28.0,54.0,25.0,30.0,22.0,25.0,25.0,27.0,25.0,25.0,25.0,62.0,62.0,50.0,68.0,68.0
306062,left,52.0,54.0,51.0,59.0,37.0,53.0,51.0,53.0,53.0,55.0,67.0,67.0,71.0,63.0,64.0,58.0,54.0,49.0,56.0,56.0,53.0,51.0,54.0,57.0,64.0,52.0,52.0,46.0,8.0,7.0,13.0,12.0,14.0
213500,right,71.0,52.0,39.0,80.0,45.0,67.0,75.0,72.0,78.0,72.0,57.0,53.0,67.0,69.0,69.0,61.0,59.0,68.0,59.0,68.0,66.0,63.0,65.0,73.0,69.0,44.0,65.0,46.0,16.0,14.0,12.0,16.0,6.0
447488,right,54.0,12.0,64.0,54.0,49.0,56.0,50.0,30.0,50.0,60.0,74.0,78.0,68.0,66.0,68.0,59.0,70.0,76.0,60.0,48.0,70.0,66.0,32.0,32.0,27.0,64.0,70.0,72.0,9.0,11.0,12.0,12.0,6.0
265618,right,44.0,70.0,75.0,53.0,61.0,72.0,65.0,56.0,40.0,68.0,73.0,73.0,75.0,62.0,61.0,73.0,74.0,51.0,67.0,69.0,35.0,33.0,70.0,64.0,56.0,21.0,39.0,36.0,7.0,9.0,13.0,11.0,10.0
396888,right,59.0,44.0,49.0,56.0,46.0,64.0,47.0,44.0,53.0,62.0,90.0,86.0,70.0,56.0,70.0,56.0,55.0,58.0,48.0,54.0,53.0,40.0,53.0,60.0,50.0,37.0,43.0,44.0,7.0,13.0,10.0,15.0,8.0
430433,left,61.0,56.0,25.0,49.0,30.0,62.0,42.0,39.0,42.0,60.0,83.0,84.0,80.0,48.0,76.0,59.0,45.0,69.0,44.0,27.0,29.0,39.0,53.0,50.0,57.0,17.0,34.0,24.0,6.0,6.0,10.0,16.0,9.0
604785,right,52.0,63.0,42.0,69.0,48.0,76.0,50.0,40.0,52.0,78.0,78.0,77.0,77.0,71.0,76.0,60.0,50.0,64.0,73.0,48.0,46.0,24.0,68.0,66.0,56.0,29.0,26.0,23.0,14.0,7.0,12.0,14.0,11.0
282274,left,68.0,67.0,61.0,72.0,62.0,75.0,61.0,62.0,53.0,73.0,82.0,79.0,85.0,68.0,76.0,65.0,49.0,67.0,61.0,59.0,43.0,31.0,70.0,72.0,54.0,27.0,26.0,28.0,16.0,7.0,12.0,8.0,15.0
470416,left,57.0,36.0,48.0,51.0,35.0,60.0,41.0,35.0,38.0,54.0,73.0,75.0,68.0,59.0,71.0,50.0,59.0,64.0,61.0,34.0,79.0,62.0,52.0,40.0,48.0,63.0,68.0,74.0,13.0,7.0,12.0,7.0,14.0
33913,left,52.0,12.0,63.0,56.0,21.0,53.0,16.0,31.0,48.0,51.0,32.0,31.0,28.0,58.0,44.0,52.0,34.0,61.0,81.0,24.0,68.0,52.0,11.0,41.0,39.0,57.0,61.0,53.0,7.0,13.0,11.0,11.0,15.0
205034,right,60.0,67.0,48.0,76.0,49.0,69.0,76.0,71.0,76.0,72.0,67.0,65.0,69.0,75.0,85.0,81.0,58.0,78.0,59.0,80.0,78.0,66.0,76.0,77.0,68.0,48.0,64.0,62.0,9.0,12.0,8.0,11.0,8.0
155122,right,56.0,63.0,54.0,58.0,55.0,59.0,56.0,54.0,55.0,60.0,67.0,74.0,73.0,59.0,84.0,62.0,80.0,83.0,71.0,54.0,78.0,40.0,61.0,60.0,60.0,31.0,49.0,46.0,12.0,14.0,8.0,8.0,9.0
39566,right,12.0,12.0,13.0,22.0,14.0,13.0,15.0,15.0,17.0,14.0,39.0,40.0,48.0,76.0,45.0,22.0,70.0,31.0,74.0,11.0,39.0,16.0,9.0,14.0,17.0,11.0,14.0,15.0,72.0,72.0,53.0,72.0,74.0
264293,left,81.0,44.0,59.0,68.0,40.0,65.0,64.0,57.0,66.0,73.0,77.0,79.0,78.0,57.0,68.0,79.0,72.0,79.0,48.0,68.0,68.0,71.0,61.0,53.0,55.0,73.0,74.0,67.0,16.0,9.0,16.0,14.0,12.0
119079,right,11.0,17.0,16.0,33.0,12.0,17.0,15.0,18.0,35.0,17.0,58.0,56.0,35.0,69.0,43.0,20.0,68.0,35.0,63.0,14.0,35.0,22.0,16.0,50.0,41.0,13.0,13.0,12.0,79.0,73.0,61.0,74.0,81.0
282689,left,69.0,72.0,53.0,73.0,43.0,69.0,67.0,49.0,52.0,71.0,75.0,76.0,73.0,72.0,73.0,70.0,74.0,75.0,76.0,66.0,78.0,65.0,70.0,66.0,50.0,62.0,60.0,66.0,13.0,6.0,13.0,9.0,7.0
32924,right,60.0,52.0,62.0,62.0,58.0,60.0,60.0,62.0,60.0,62.0,33.0,34.0,70.0,65.0,71.0,61.0,64.0,60.0,70.0,51.0,72.0,48.0,55.0,62.0,47.0,38.0,62.0,60.0,10.0,8.0,6.0,12.0,7.0
196386,right,73.0,68.0,39.0,77.0,59.0,85.0,67.0,53.0,73.0,82.0,89.0,89.0,84.0,75.0,88.0,77.0,65.0,75.0,69.0,75.0,66.0,43.0,74.0,71.0,69.0,39.0,46.0,42.0,16.0,9.0,6.0,9.0,9.0
49709,right,30.0,16.0,71.0,56.0,18.0,35.0,27.0,30.0,49.0,52.0,41.0,46.0,43.0,67.0,47.0,50.0,73.0,73.0,83.0,25.0,81.0,70.0,31.0,37.0,32.0,75.0,75.0,72.0,15.0,9.0,9.0,16.0,6.0
213493,right,25.0,25.0,60.0,60.0,25.0,32.0,27.0,30.0,45.0,44.0,31.0,56.0,31.0,57.0,30.0,41.0,50.0,54.0,91.0,24.0,64.0,56.0,26.0,43.0,40.0,61.0,64.0,52.0,15.0,14.0,10.0,6.0,14.0
41136,right,66.0,50.0,38.0,72.0,66.0,69.0,70.0,69.0,72.0,72.0,52.0,55.0,67.0,68.0,70.0,65.0,49.0,52.0,64.0,72.0,55.0,50.0,60.0,67.0,69.0,30.0,45.0,45.0,14.0,9.0,8.0,8.0,12.0
408994,left,41.0,29.0,46.0,36.0,24.0,47.0,32.0,28.0,35.0,31.0,67.0,59.0,54.0,51.0,67.0,25.0,55.0,64.0,51.0,27.0,51.0,63.0,43.0,37.0,35.0,58.0,60.0,64.0,11.0,11.0,6.0,12.0,12.0
157865,left,86.0,59.0,64.0,77.0,61.0,82.0,73.0,59.0,69.0,81.0,87.0,89.0,79.0,82.0,79.0,75.0,75.0,91.0,79.0,68.0,72.0,79.0,75.0,70.0,59.0,78.0,80.0,84.0,7.0,7.0,9.0,12.0,5.0
262753,right,43.0,65.0,57.0,46.0,71.0,67.0,65.0,55.0,33.0,64.0,76.0,75.0,73.0,67.0,84.0,68.0,73.0,74.0,42.0,63.0,60.0,26.0,65.0,53.0,69.0,23.0,29.0,32.0,12.0,10.0,10.0,8.0,10.0
34650,right,43.0,41.0,81.0,67.0,51.0,41.0,35.0,59.0,60.0,50.0,28.0,47.0,26.0,50.0,42.0,72.0,45.0,53.0,86.0,52.0,81.0,70.0,31.0,51.0,69.0,80.0,78.0,72.0,8.0,15.0,8.0,12.0,13.0
478988,right,56.0,37.0,53.0,74.0,56.0,72.0,53.0,48.0,70.0,74.0,68.0,67.0,63.0,74.0,70.0,72.0,62.0,79.0,60.0,74.0,71.0,64.0,64.0,71.0,48.0,55.0,58.0,59.0,9.0,7.0,7.0,10.0,14.0
23678,right,62.0,55.0,68.0,76.0,52.0,66.0,57.0,41.0,75.0,76.0,68.0,72.0,71.0,76.0,63.0,68.0,71.0,82.0,82.0,42.0,83.0,75.0,62.0,76.0,66.0,74.0,77.0,73.0,8.0,12.0,15.0,11.0,12.0
428672,left,76.0,50.0,66.0,71.0,65.0,77.0,78.0,71.0,70.0,76.0,84.0,84.0,80.0,77.0,70.0,72.0,78.0,82.0,60.0,70.0,63.0,78.0,72.0,69.0,67.0,74.0,75.0,74.0,13.0,8.0,12.0,11.0,14.0
41975,left,17.0,13.0,9.0,23.0,11.0,11.0,9.0,11.0,23.0,14.0,44.0,36.0,49.0,55.0,40.0,24.0,54.0,35.0,42.0,18.0,16.0,13.0,10.0,21.0,19.0,19.0,13.0,15.0,66.0,62.0,50.0,66.0,68.0
41766,right,31.0,56.0,75.0,60.0,61.0,36.0,60.0,56.0,70.0,55.0,37.0,36.0,56.0,63.0,56.0,46.0,86.0,56.0,74.0,59.0,53.0,43.0,25.0,44.0,56.0,64.0,63.0,61.0,7.0,11.0,13.0,13.0,6.0
150396,right,58.0,36.0,53.0,56.0,35.0,61.0,46.0,54.0,48.0,58.0,66.0,68.0,64.0,59.0,66.0,63.0,65.0,67.0,68.0,41.0,66.0,56.0,53.0,51.0,46.0,58.0,62.0,64.0,7.0,13.0,11.0,9.0,8.0
163838,left,76.0,65.0,52.0,74.0,62.0,76.0,78.0,71.0,67.0,77.0,79.0,77.0,85.0,75.0,78.0,76.0,56.0,73.0,49.0,72.0,50.0,23.0,74.0,73.0,68.0,35.0,28.0,31.0,6.0,14.0,12.0,11.0,14.0
26564,right,32.0,40.0,80.0,56.0,36.0,54.0,47.0,70.0,56.0,58.0,50.0,52.0,44.0,68.0,44.0,86.0,84.0,54.0,90.0,72.0,80.0,81.0,25.0,35.0,75.0,82.0,82.0,78.0,9.0,6.0,6.0,14.0,11.0
186923,right,55.0,61.0,50.0,67.0,38.0,62.0,55.0,55.0,65.0,67.0,60.0,50.0,62.0,62.0,60.0,70.0,57.0,81.0,74.0,66.0,65.0,55.0,55.0,70.0,65.0,48.0,52.0,52.0,11.0,13.0,10.0,6.0,7.0
27306,right,71.0,63.0,59.0,76.0,68.0,77.0,72.0,71.0,68.0,77.0,69.0,62.0,78.0,72.0,83.0,70.0,58.0,55.0,60.0,71.0,47.0,28.0,70.0,77.0,59.0,12.0,22.0,21.0,11.0,14.0,6.0,7.0,7.0
118434,left,76.0,56.0,66.0,69.0,60.0,74.0,76.0,77.0,67.0,75.0,79.0,83.0,75.0,75.0,75.0,83.0,77.0,82.0,70.0,71.0,75.0,65.0,66.0,64.0,74.0,72.0,76.0,75.0,8.0,11.0,14.0,14.0,10.0
27535,left,74.0,57.0,66.0,69.0,59.0,63.0,74.0,76.0,68.0,66.0,63.0,58.0,68.0,70.0,66.0,72.0,53.0,64.0,67.0,66.0,73.0,66.0,56.0,64.0,68.0,64.0,67.0,70.0,12.0,7.0,14.0,13.0,14.0
317565,left,63.0,33.0,53.0,66.0,24.0,59.0,38.0,30.0,48.0,64.0,70.0,67.0,71.0,60.0,72.0,35.0,59.0,57.0,55.0,27.0,62.0,61.0,43.0,43.0,35.0,64.0,65.0,66.0,16.0,6.0,6.0,9.0,14.0
422127,right,48.0,64.0,59.0,59.0,56.0,60.0,41.0,28.0,44.0,65.0,76.0,70.0,63.0,51.0,55.0,58.0,82.0,55.0,77.0,55.0,34.0,29.0,58.0,40.0,58.0,25.0,25.0,25.0,12.0,11.0,6.0,11.0,9.0
407765,right,58.0,34.0,53.0,53.0,35.0,56.0,35.0,43.0,51.0,40.0,65.0,61.0,54.0,60.0,66.0,32.0,65.0,52.0,56.0,30.0,66.0,61.0,47.0,35.0,43.0,63.0,63.0,72.0,11.0,7.0,9.0,10.0,11.0
128106,right,49.0,41.0,76.0,69.0,37.0,62.0,32.0,61.0,62.0,68.0,70.0,74.0,67.0,75.0,64.0,69.0,80.0,73.0,80.0,53.0,69.0,85.0,67.0,71.0,65.0,80.0,84.0,77.0,10.0,7.0,11.0,13.0,8.0
147735,right,70.0,70.0,67.0,71.0,68.0,74.0,68.0,54.0,62.0,75.0,90.0,91.0,67.0,74.0,64.0,86.0,81.0,68.0,77.0,69.0,76.0,28.0,70.0,59.0,60.0,18.0,37.0,27.0,7.0,16.0,10.0,12.0,11.0
31672,left,72.0,59.0,56.0,79.0,62.0,71.0,75.0,72.0,72.0,77.0,66.0,66.0,69.0,73.0,68.0,80.0,68.0,60.0,65.0,76.0,61.0,62.0,72.0,75.0,64.0,51.0,61.0,57.0,10.0,6.0,10.0,9.0,12.0
438780,right,54.0,49.0,50.0,75.0,61.0,58.0,59.0,57.0,69.0,74.0,78.0,75.0,79.0,72.0,70.0,59.0,62.0,77.0,60.0,60.0,62.0,62.0,61.0,68.0,47.0,67.0,69.0,65.0,10.0,7.0,11.0,10.0,11.0
34102,right,64.0,85.0,71.0,76.0,70.0,71.0,85.0,86.0,69.0,75.0,67.0,69.0,71.0,79.0,73.0,79.0,75.0,71.0,73.0,72.0,76.0,41.0,77.0,76.0,88.0,23.0,38.0,20.0,11.0,14.0,11.0,11.0,10.0
71764,left,70.0,73.0,56.0,70.0,71.0,71.0,70.0,68.0,59.0,73.0,79.0,73.0,71.0,72.0,59.0,73.0,65.0,79.0,70.0,75.0,63.0,30.0,77.0,70.0,67.0,32.0,37.0,32.0,13.0,10.0,8.0,13.0,11.0
190525,right,63.0,62.0,48.0,64.0,49.0,64.0,53.0,55.0,58.0,67.0,79.0,83.0,76.0,62.0,74.0,61.0,90.0,80.0,74.0,57.0,73.0,65.0,61.0,56.0,51.0,59.0,60.0,55.0,13.0,13.0,7.0,9.0,13.0
459000,left,50.0,23.0,67.0,73.0,22.0,57.0,39.0,31.0,70.0,60.0,67.0,75.0,45.0,62.0,46.0,44.0,54.0,54.0,75.0,21.0,67.0,62.0,27.0,47.0,45.0,63.0,63.0,61.0,6.0,6.0,5.0,7.0,8.0
38206,left,65.0,58.0,42.0,71.0,68.0,72.0,72.0,73.0,54.0,71.0,71.0,73.0,81.0,70.0,80.0,65.0,65.0,75.0,56.0,61.0,37.0,28.0,68.0,66.0,64.0,16.0,11.0,14.0,6.0,7.0,14.0,14.0,8.0
27297,left,75.0,58.0,61.0,73.0,,70.0,,68.0,69.0,71.0,74.0,74.0,,65.0,,63.0,,71.0,72.0,59.0,68.0,68.0,66.0,,64.0,45.0,50.0,,13.0,22.0,69.0,22.0,22.0
34420,right,44.0,41.0,90.0,57.0,39.0,29.0,23.0,41.0,62.0,52.0,27.0,30.0,25.0,68.0,31.0,84.0,53.0,53.0,93.0,42.0,85.0,65.0,30.0,39.0,43.0,70.0,75.0,67.0,8.0,14.0,8.0,12.0,6.0
40295,right,65.0,55.0,43.0,58.0,57.0,62.0,63.0,58.0,42.0,65.0,72.0,77.0,81.0,64.0,70.0,65.0,79.0,81.0,56.0,63.0,56.0,52.0,66.0,62.0,54.0,49.0,57.0,60.0,13.0,15.0,10.0,11.0,7.0
27478,right,70.0,83.0,77.0,76.0,81.0,72.0,88.0,75.0,77.0,77.0,54.0,54.0,55.0,80.0,40.0,83.0,48.0,66.0,88.0,79.0,60.0,60.0,86.0,79.0,82.0,41.0,52.0,43.0,16.0,6.0,6.0,11.0,9.0
192504,right,69.0,56.0,54.0,75.0,70.0,69.0,74.0,73.0,72.0,72.0,77.0,67.0,78.0,71.0,75.0,66.0,48.0,68.0,55.0,69.0,53.0,41.0,61.0,66.0,53.0,37.0,58.0,47.0,14.0,7.0,7.0,12.0,10.0
169569,right,42.0,48.0,72.0,67.0,46.0,56.0,43.0,41.0,68.0,59.0,53.0,61.0,53.0,67.0,59.0,78.0,75.0,66.0,81.0,60.0,77.0,71.0,51.0,56.0,59.0,71.0,76.0,68.0,10.0,11.0,12.0,8.0,10.0
181333,right,63.0,52.0,51.0,74.0,66.0,72.0,70.0,49.0,69.0,74.0,82.0,77.0,81.0,71.0,81.0,73.0,78.0,80.0,65.0,65.0,76.0,64.0,65.0,68.0,59.0,65.0,68.0,64.0,6.0,7.0,6.0,13.0,8.0
203755,right,48.0,47.0,67.0,69.0,57.0,65.0,32.0,35.0,65.0,68.0,67.0,70.0,60.0,72.0,59.0,58.0,79.0,80.0,77.0,52.0,67.0,76.0,57.0,62.0,33.0,76.0,76.0,77.0,14.0,6.0,10.0,11.0,7.0
248437,right,9.0,8.0,12.0,25.0,11.0,12.0,9.0,15.0,22.0,22.0,36.0,38.0,40.0,70.0,42.0,23.0,62.0,31.0,68.0,13.0,22.0,9.0,10.0,34.0,22.0,11.0,17.0,9.0,70.0,66.0,65.0,67.0,72.0
440330,right,51.0,67.0,67.0,60.0,63.0,59.0,61.0,51.0,51.0,63.0,69.0,69.0,62.0,55.0,61.0,70.0,62.0,64.0,83.0,62.0,50.0,19.0,60.0,55.0,63.0,20.0,21.0,21.0,15.0,12.0,8.0,15.0,8.0
71524,right,13.0,11.0,12.0,30.0,12.0,12.0,11.0,15.0,19.0,16.0,21.0,29.0,34.0,63.0,36.0,19.0,66.0,19.0,69.0,11.0,18.0,26.0,16.0,25.0,16.0,11.0,11.0,15.0,56.0,63.0,47.0,64.0,59.0
40100,right,60.0,64.0,65.0,76.0,68.0,69.0,61.0,59.0,72.0,70.0,69.0,76.0,76.0,72.0,74.0,86.0,73.0,87.0,78.0,77.0,86.0,78.0,66.0,67.0,59.0,71.0,76.0,70.0,22.0,22.0,28.0,24.0,23.0
3517,right,71.0,70.0,72.0,77.0,72.0,71.0,67.0,79.0,70.0,79.0,76.0,78.0,74.0,77.0,71.0,83.0,83.0,77.0,69.0,73.0,79.0,35.0,81.0,76.0,80.0,41.0,22.0,20.0,13.0,14.0,13.0,16.0,12.0
25824,right,60.0,66.0,54.0,67.0,67.0,68.0,62.0,60.0,51.0,70.0,76.0,72.0,78.0,68.0,80.0,68.0,82.0,66.0,71.0,57.0,55.0,25.0,67.0,62.0,69.0,15.0,24.0,24.0,6.0,16.0,14.0,12.0,13.0
750584,right,47.0,39.0,53.0,60.0,37.0,54.0,40.0,45.0,55.0,56.0,63.0,60.0,51.0,54.0,76.0,59.0,58.0,55.0,57.0,38.0,62.0,56.0,41.0,47.0,52.0,56.0,66.0,62.0,8.0,9.0,13.0,11.0,13.0
155075,right,43.0,27.0,65.0,54.0,34.0,36.0,57.0,46.0,63.0,44.0,67.0,67.0,57.0,57.0,60.0,53.0,80.0,60.0,73.0,29.0,65.0,65.0,29.0,39.0,37.0,62.0,62.0,66.0,12.0,8.0,7.0,14.0,16.0
24122,left,76.0,53.0,46.0,68.0,54.0,71.0,71.0,70.0,64.0,66.0,75.0,75.0,85.0,57.0,81.0,70.0,36.0,85.0,48.0,76.0,43.0,52.0,60.0,63.0,66.0,33.0,30.0,21.0,6.0,7.0,13.0,6.0,9.0
265727,right,59.0,45.0,71.0,70.0,61.0,51.0,47.0,51.0,71.0,77.0,55.0,65.0,70.0,65.0,57.0,59.0,82.0,63.0,71.0,47.0,68.0,75.0,54.0,53.0,59.0,68.0,69.0,74.0,10.0,10.0,15.0,11.0,6.0
93996,left,68.0,57.0,57.0,68.0,66.0,69.0,70.0,66.0,66.0,69.0,71.0,73.0,71.0,66.0,72.0,61.0,56.0,76.0,66.0,65.0,59.0,41.0,60.0,69.0,41.0,34.0,34.0,30.0,16.0,12.0,11.0,12.0,14.0
39749,right,42.0,68.0,64.0,61.0,59.0,66.0,63.0,61.0,56.0,69.0,58.0,68.0,60.0,56.0,66.0,64.0,65.0,61.0,65.0,57.0,45.0,26.0,64.0,61.0,71.0,28.0,22.0,22.0,9.0,12.0,6.0,10.0,10.0
21657,right,55.0,54.0,49.0,55.0,,62.0,,66.0,30.0,62.0,65.0,65.0,,60.0,,55.0,,74.0,55.0,63.0,41.0,55.0,58.0,,53.0,25.0,25.0,,11.0,25.0,30.0,25.0,25.0
33840,right,55.0,74.0,71.0,59.0,72.0,64.0,75.0,59.0,49.0,68.0,54.0,66.0,59.0,72.0,56.0,76.0,78.0,60.0,78.0,60.0,63.0,28.0,75.0,60.0,74.0,24.0,31.0,26.0,13.0,14.0,8.0,8.0,7.0
3140,left,60.0,53.0,64.0,69.0,54.0,65.0,63.0,51.0,68.0,68.0,72.0,73.0,74.0,72.0,67.0,64.0,68.0,78.0,67.0,66.0,68.0,69.0,30.0,68.0,63.0,57.0,62.0,61.0,15.0,13.0,8.0,10.0,7.0
169193,right,70.0,86.0,76.0,80.0,82.0,85.0,74.0,73.0,68.0,83.0,87.0,87.0,88.0,84.0,84.0,81.0,78.0,80.0,75.0,74.0,70.0,40.0,86.0,77.0,82.0,23.0,29.0,30.0,11.0,6.0,9.0,5.0,6.0
210387,right,12.0,10.0,11.0,26.0,13.0,10.0,18.0,13.0,21.0,16.0,40.0,38.0,32.0,71.0,17.0,22.0,57.0,34.0,72.0,14.0,24.0,23.0,14.0,12.0,20.0,14.0,11.0,11.0,67.0,68.0,61.0,70.0,72.0
26213,left,70.0,74.0,74.0,66.0,62.0,73.0,60.0,61.0,59.0,72.0,77.0,77.0,74.0,72.0,74.0,73.0,66.0,57.0,59.0,69.0,50.0,43.0,71.0,68.0,65.0,22.0,27.0,35.0,6.0,9.0,8.0,6.0,15.0
560900,right,33.0,70.0,64.0,59.0,53.0,59.0,60.0,36.0,40.0,62.0,66.0,69.0,65.0,61.0,55.0,75.0,73.0,68.0,85.0,60.0,59.0,20.0,64.0,52.0,73.0,16.0,17.0,17.0,16.0,12.0,14.0,16.0,9.0
114021,left,53.0,46.0,42.0,66.0,43.0,61.0,43.0,54.0,63.0,61.0,64.0,73.0,61.0,65.0,78.0,61.0,73.0,69.0,49.0,44.0,53.0,51.0,56.0,67.0,53.0,48.0,55.0,42.0,6.0,11.0,13.0,8.0,5.0
46554,right,68.0,81.0,73.0,75.0,75.0,83.0,82.0,63.0,53.0,82.0,87.0,85.0,81.0,81.0,69.0,78.0,81.0,60.0,72.0,76.0,63.0,29.0,80.0,66.0,77.0,16.0,23.0,19.0,16.0,7.0,13.0,15.0,8.0
34055,right,46.0,24.0,62.0,62.0,,57.0,,41.0,54.0,62.0,64.0,65.0,,62.0,,56.0,,60.0,59.0,24.0,65.0,59.0,61.0,,60.0,64.0,62.0,,14.0,20.0,54.0,20.0,20.0
46342,left,65.0,43.0,57.0,65.0,35.0,58.0,60.0,46.0,63.0,67.0,56.0,67.0,66.0,63.0,71.0,52.0,67.0,72.0,69.0,52.0,67.0,64.0,55.0,50.0,55.0,67.0,66.0,68.0,15.0,8.0,10.0,11.0,13.0
571296,right,54.0,68.0,51.0,67.0,57.0,74.0,68.0,33.0,48.0,72.0,84.0,83.0,84.0,54.0,68.0,67.0,54.0,68.0,65.0,53.0,46.0,20.0,70.0,65.0,45.0,18.0,22.0,19.0,8.0,16.0,15.0,15.0,11.0
42321,right,60.0,57.0,70.0,75.0,62.0,55.0,67.0,59.0,72.0,70.0,50.0,57.0,53.0,69.0,47.0,84.0,54.0,74.0,84.0,75.0,74.0,73.0,64.0,70.0,58.0,59.0,77.0,71.0,16.0,13.0,8.0,8.0,6.0
42306,right,25.0,25.0,25.0,32.0,25.0,25.0,25.0,25.0,26.0,22.0,28.0,29.0,32.0,70.0,39.0,42.0,66.0,25.0,66.0,25.0,29.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,74.0,65.0,64.0,70.0,77.0
298923,right,77.0,68.0,40.0,80.0,74.0,80.0,81.0,78.0,75.0,78.0,76.0,74.0,85.0,75.0,79.0,71.0,52.0,64.0,49.0,67.0,48.0,43.0,72.0,78.0,72.0,19.0,22.0,23.0,14.0,8.0,9.0,9.0,10.0
41941,right,65.0,60.0,58.0,71.0,67.0,73.0,69.0,71.0,68.0,74.0,57.0,60.0,59.0,62.0,62.0,80.0,55.0,50.0,72.0,67.0,66.0,32.0,63.0,71.0,62.0,25.0,22.0,27.0,13.0,8.0,12.0,6.0,13.0
277443,right,42.0,42.0,72.0,69.0,42.0,62.0,59.0,65.0,63.0,67.0,53.0,55.0,65.0,59.0,54.0,69.0,71.0,73.0,73.0,73.0,68.0,62.0,40.0,67.0,49.0,66.0,68.0,60.0,13.0,8.0,8.0,9.0,12.0
687572,left,54.0,56.0,42.0,53.0,54.0,70.0,46.0,41.0,42.0,62.0,71.0,70.0,65.0,42.0,76.0,60.0,48.0,40.0,43.0,55.0,43.0,18.0,46.0,51.0,59.0,26.0,30.0,40.0,14.0,12.0,15.0,10.0,12.0
605848,right,58.0,49.0,54.0,75.0,48.0,65.0,65.0,46.0,67.0,67.0,56.0,60.0,61.0,60.0,57.0,60.0,62.0,77.0,68.0,55.0,65.0,75.0,58.0,69.0,51.0,71.0,71.0,72.0,13.0,6.0,8.0,10.0,8.0
571681,right,49.0,32.0,52.0,62.0,33.0,57.0,41.0,33.0,57.0,62.0,60.0,64.0,65.0,52.0,61.0,49.0,57.0,62.0,57.0,45.0,58.0,54.0,25.0,46.0,41.0,52.0,57.0,55.0,14.0,12.0,12.0,15.0,10.0
50657,right,71.0,33.0,60.0,71.0,53.0,63.0,60.0,29.0,63.0,59.0,72.0,70.0,75.0,61.0,78.0,61.0,79.0,90.0,68.0,55.0,55.0,62.0,56.0,41.0,38.0,48.0,64.0,65.0,13.0,8.0,5.0,13.0,9.0
281019,right,25.0,24.0,68.0,50.0,16.0,45.0,25.0,26.0,55.0,55.0,55.0,67.0,50.0,70.0,50.0,59.0,74.0,56.0,70.0,23.0,74.0,72.0,15.0,24.0,29.0,78.0,78.0,76.0,7.0,8.0,10.0,10.0,13.0
50047,right,77.0,83.0,65.0,79.0,78.0,88.0,78.0,78.0,73.0,85.0,88.0,84.0,90.0,84.0,87.0,82.0,85.0,85.0,66.0,79.0,80.0,42.0,85.0,78.0,77.0,30.0,39.0,35.0,10.0,10.0,15.0,12.0,13.0
26275,right,13.0,11.0,14.0,11.0,13.0,12.0,13.0,12.0,12.0,13.0,36.0,48.0,50.0,81.0,55.0,13.0,46.0,39.0,53.0,14.0,33.0,25.0,15.0,15.0,12.0,13.0,14.0,12.0,67.0,69.0,67.0,67.0,72.0
37479,right,57.0,22.0,81.0,74.0,40.0,48.0,49.0,43.0,65.0,67.0,55.0,63.0,64.0,63.0,58.0,67.0,78.0,71.0,79.0,24.0,83.0,73.0,53.0,52.0,30.0,76.0,74.0,78.0,16.0,8.0,13.0,10.0,13.0
303089,right,65.0,75.0,55.0,69.0,66.0,74.0,75.0,55.0,53.0,73.0,82.0,81.0,81.0,73.0,83.0,68.0,76.0,67.0,58.0,67.0,63.0,16.0,73.0,62.0,63.0,19.0,26.0,16.0,10.0,10.0,11.0,12.0,6.0
641042,right,36.0,26.0,62.0,66.0,31.0,47.0,35.0,44.0,61.0,53.0,56.0,55.0,52.0,46.0,56.0,53.0,59.0,66.0,68.0,28.0,56.0,63.0,34.0,46.0,47.0,62.0,61.0,57.0,14.0,9.0,5.0,5.0,8.0
27667,right,17.0,16.0,13.0,24.0,15.0,10.0,17.0,12.0,34.0,30.0,46.0,47.0,58.0,69.0,44.0,36.0,68.0,50.0,62.0,13.0,31.0,20.0,10.0,41.0,24.0,12.0,9.0,13.0,66.0,64.0,58.0,66.0,70.0
